,date,mmwr_week,location,distributed,distributed_janssen,distributed_moderna,distributed_pfizer,distributed_unk_manuf,dist_per_100k,distributed_per_100k_5plus,distributed_per_100k_12plus,distributed_per_100k_18plus,distributed_per_100k_65plus,administered,administered_5plus,administered_12plus,administered_18plus,administered_65plus,administered_janssen,administered_moderna,administered_pfizer,administered_unk_manuf,admin_per_100k,admin_per_100k_5plus,admin_per_100k_12plus,admin_per_100k_18plus,admin_per_100k_65plus,recip_administered,administered_dose1_recip,administered_dose1_pop_pct,administered_dose1_recip_5plus,administered_dose1_recip_5pluspop_pct,administered_dose1_recip_1,administered_dose1_recip_2,administered_dose1_recip_3,administered_dose1_recip_4,administered_dose1_recip_5,administered_dose1_recip_6,series_complete_yes,series_complete_pop_pct,series_complete_5plus,series_complete_5pluspop_pct,series_complete_12plus,series_complete_12pluspop,series_complete_18plus,series_complete_18pluspop,series_complete_65plus,series_complete_65pluspop,series_complete_janssen,series_complete_moderna,series_complete_pfizer,series_complete_unk_manuf,series_complete_janssen_5plus,series_complete_moderna_5plus,series_complete_pfizer_5plus,series_complete_unk_manuf_5plus,series_complete_janssen_12plus,series_complete_moderna_12plus,series_complete_pfizer_12plus,series_complete_unk_manuf_1,series_complete_janssen_18plus,series_complete_moderna_18plus,series_complete_pfizer_18plus,series_complete_unk_manuf_2,series_complete_janssen_65plus,series_complete_moderna_65plus,series_complete_pfizer_65plus,series_complete_unk_manuf_3,additional_doses,additional_doses_vax_pct,additional_doses_5plus,additional_doses_5plus_vax_pct,additional_doses_12plus,additional_doses_12plus_vax_pct,additional_doses_18plus,additional_doses_18plus_vax_pct,additional_doses_50plus,additional_doses_50plus_vax_pct,additional_doses_65plus,additional_doses_65plus_vax_pct,additional_doses_moderna,additional_doses_pfizer,additional_doses_janssen,additional_doses_unk_manuf,second_booster,second_booster_50plus,second_booster_50plus_vax_pct,second_booster_65plus,second_booster_65plus_vax_pct,second_booster_janssen,second_booster_moderna,second_booster_pfizer,second_booster_unk_manuf
5690,2022-03-25T00:00:00.000,12,MA,16401410,613600,6222820,9564990,0,237960,250973,272596,296070,1402630,14416893,14410565,13850904,12914195,3186182,402091,5627285,8387073,444,209168,220509,230206,233121,272479,14473378,6691391,95,6687283,95,6380618,95,5930227,95,1386869,95,5382296,78.1,5380077,82.3,5128594,85.2,4755604,85.8,1096710,93.8,379512,1889779,3112801,204,379506,1889770,3110598,203,379482,1889739,2859173,200,378236,1884375,2492814,179,74195,496003,526438,74,2706876,50.3,,,2706504,52.8,2587793,54.4,1505045,63.6,768555,70.1,1265916,1414451,26485,24,,,,,,,,,
5605,2022-03-26T00:00:00.000,12,MA,16415510,613600,6225920,9575990,0,238165,251188,272830,296325,1403840,14416898,14410570,13850909,12914198,3186182,402091,5627285,8387078,444,209168,220509,230206,233121,272479,14474147,6691957,95,6687849,95,6381161,95,5930740,95,1386992,95,5382505,78.1,5380286,82.3,5128790,85.2,4755792,85.8,1096727,93.8,379620,1889810,3112871,204,379614,1889801,3110668,203,379590,1889770,2859230,200,378344,1884406,2492863,179,74203,496009,526441,74,2706964,50.3,,,2706592,52.8,2587877,54.4,1505077,63.6,768572,70.1,1265951,1414502,26487,24,,,,,,,,,
5580,2022-03-27T00:00:00.000,13,MA,16417010,613600,6225920,9577490,0,238186,251211,272855,296352,1403970,14417064,14410736,13851074,12914356,3186227,402120,5627357,8387143,444,209170,220511,230209,233124,272483,14474479,6692123,95,6688015,95,6381325,95,5930896,95,1387022,95,5382580,78.1,5380361,82.3,5128862,85.2,4755861,85.9,1096741,93.8,379648,1889828,3112899,205,379642,1889819,3110696,204,379618,1889788,2859255,201,378372,1884424,2492885,180,74205,496014,526448,74,2707065,50.3,,,2706693,52.8,2587972,54.4,1505124,63.6,768601,70.1,1265994,1414554,26493,24,,,,,,,,,
5485,2022-03-28T00:00:00.000,13,MA,16417010,613600,6225920,9577490,0,238186,251211,272855,296352,1403970,14417140,14410812,13851149,12914428,3186254,402140,5627397,8387159,444,209171,220513,230210,233125,272485,14474686,6692253,95,6688145,95,6381452,95,5931015,95,1387060,95,5382617,78.1,5380398,82.3,5128895,85.2,4755893,85.9,1096749,93.8,379664,1889834,3112914,205,379658,1889825,3110711,204,379634,1889794,2859266,201,378388,1884430,2492895,180,74207,496019,526449,74,2707118,50.3,,,2706746,52.8,2588020,54.4,1505147,63.6,768612,70.1,1266005,1414590,26499,24,,,,,,,,,
5432,2022-03-29T00:00:00.000,13,MA,16423310,613600,6229020,9580690,0,238278,251308,272960,296466,1404500,14429657,14423060,13862155,12923814,3187880,402354,5631052,8395805,446,209353,220700,230393,233294,272624,14486877,6695842,95,6691603,95,6384439,95,5933601,95,1387343,95,5385098,78.1,5382748,82.4,5130485,85.3,4757170,85.9,1096902,93.8,379794,1890265,3114834,205,379788,1890256,3112500,204,379764,1890225,2860295,201,378516,1884861,2493613,180,74217,496082,526529,74,2712360,50.4,,,2711982,52.9,2592374,54.5,1506825,63.7,769217,70.1,1267755,1418010,26571,24,,,,,,,,,
5359,2022-03-30T00:00:00.000,13,MA,16430010,613600,6233920,9582490,0,238375,251410,273071,296586,1405080,14433455,14426760,13865535,12926771,3188444,402413,5632137,8398459,446,209408,220757,230449,233348,272672,14491161,6697315,95,6693020,95,6385717,95,5934765,95,1387512,95,5385972,78.1,5383582,82.4,5131132,85.3,4757711,85.9,1096981,93.8,379914,1890412,3115441,205,379908,1890403,3113067,204,379884,1890372,2860675,201,378636,1885008,2493887,180,74225,496116,526566,74,2714096,50.4,,,2713716,52.9,2593864,54.5,1507446,63.7,769454,70.1,1268290,1419190,26592,24,,,,,,,,,
5291,2022-03-31T00:00:00.000,13,MA,16442110,614300,6243520,9584290,0,238551,251595,273273,296805,1406110,14438178,14431372,13869736,12930463,3189256,402492,5633509,8401731,446,209477,220827,230519,233414,272742,14499165,6701415,95,6697064,95,6389483,95,5938309,95,1388294,95,5387612,78.2,5385167,82.4,5132450,85.3,4758886,85.9,1097168,93.8,380360,1890708,3116339,205,380354,1890699,3113910,204,380330,1890668,2861251,201,379082,1885304,2494320,180,74285,496167,526642,74,2716291,50.4,,,2715910,52.9,2595773,54.5,1508280,63.7,769787,70.2,1269059,1420573,26635,24,,,,,,,,,
5274,2022-04-01T00:00:00.000,13,MA,16443610,614300,6243720,9585590,0,238572,251618,273297,296832,1406240,14445863,14438953,13876873,12937133,3192178,402548,5636353,8406516,446,209588,220943,230638,233535,272992,14507163,6703201,95,6698797,95,6391026,95,5939726,95,1388665,95,5388924,78.2,5386430,82.4,5133457,85.3,4759785,85.9,1097499,93.9,380408,1891075,3117235,206,380402,1891066,3114757,205,380378,1891034,2861843,202,379130,1885670,2494804,181,74288,496326,526811,74,2718514,50.4,,,2718133,52.9,2597749,54.6,1509291,63.8,770316,70.2,1269791,1422052,26647,24,,,,,,,,,
5191,2022-04-02T00:00:00.000,13,MA,16481410,614600,6261520,9605290,0,239121,252197,273926,297514,1409470,14458636,14451632,13889218,12949062,3198873,402597,5642212,8413381,446,209773,221137,230843,233750,273564,14520065,6705260,95,6700810,95,6392892,95,5941468,95,1389325,95,5390660,78.2,5388119,82.4,5134958,85.3,4761213,85.9,1098303,93.9,380442,1891811,3118201,206,380436,1891802,3115676,205,380412,1891770,2862574,202,379164,1886406,2495462,181,74292,496788,527149,74,2721258,50.5,,,2720875,53,2600261,54.6,1510810,63.8,771204,70.2,1270859,1423713,26662,24,,,,,,,,,
5117,2022-04-03T00:00:00.000,14,MA,16482110,614600,6261520,9605990,0,239131,252207,273937,297527,1409530,14458809,14451805,13889388,12949229,3198982,402611,5642303,8413449,446,209776,221140,230846,233753,273573,14520880,6705604,95,6701154,95,6393232,95,5941804,95,1389542,95,5390811,78.2,5388270,82.5,5135104,85.3,4761355,85.9,1098368,93.9,380450,1891862,3118293,206,380444,1891853,3115768,205,380420,1891821,2862661,202,379172,1886457,2495545,181,74292,496811,527191,74,2721470,50.5,,,2721087,53,2600469,54.6,1510988,63.8,771346,70.2,1270947,1423832,26667,24,,,,,,,,,
5050,2022-04-04T00:00:00.000,14,MA,16482110,614600,6261520,9605990,0,239131,252207,273937,297527,1409530,14459065,14452061,13889643,12949479,3199149,402617,5642457,8413545,446,209780,221144,230850,233758,273588,14522061,6706186,95,6701736,95,6393812,95,5942366,95,1389856,95,5391150,78.2,5388609,82.5,5135438,85.4,4761686,86,1098579,93.9,380460,1891978,3118506,206,380454,1891969,3115981,205,380430,1891937,2862869,202,379182,1886573,2495750,181,74294,496889,527322,74,2721645,50.5,,,2721262,53,2600639,54.6,1511127,63.8,771459,70.2,1271025,1423929,26667,24,,,,,,,,,
5014,2022-04-05T00:00:00.000,14,MA,16489710,614700,6264720,9610290,0,239241,252324,274064,297664,1410180,14495223,14487966,13924740,12983356,3218255,402764,5660102,8431911,446,210304,221693,231433,234369,275222,14557411,6710966,95,6706381,95,6398093,95,5946354,95,1391438,95,5395728,78.3,5393077,82.5,5139482,85.4,4765507,86,1100659,94.1,380566,1894001,3120955,206,380560,1893992,3118320,205,380536,1893960,2864784,202,379286,1888592,2497448,181,74305,498101,528179,74,2727916,50.6,,,2727527,53.1,2606220,54.7,1514741,63.9,773566,70.3,1273600,1427586,26706,24,,,,,,,,,
4896,2022-04-06T00:00:00.000,14,MA,16520710,614700,6274320,9631690,0,239691,252798,274579,298224,1412830,14509764,14502434,13938978,12997266,3224844,402812,5665753,8440753,446,210515,221915,231670,234620,275785,14572441,6713330,95,6708710,95,6400306,95,5948475,95,1392201,95,5398578,78.3,5395891,82.6,5142179,85.5,4768145,86.1,1101482,94.2,380604,1894715,3123053,206,380598,1894706,3120382,205,380574,1894674,2866729,202,379323,1889306,2499335,181,74305,498543,528560,74,2731381,50.6,,,2730989,53.1,2609492,54.7,1516605,63.9,774490,70.3,1274499,1430138,26720,24,,,,,,,,,
4856,2022-04-07T00:00:00.000,14,MA,16547710,614900,6291520,9641290,0,240083,253211,275028,298711,1415140,14525000,14517568,13953751,13011687,3234172,402863,5673271,8448420,446,210736,222146,231915,234881,276583,14588003,6715758,95,6711080,95,6402495,95,5950557,95,1393241,95,5400737,78.4,5398005,82.6,5144106,85.5,4770002,86.1,1102657,94.3,380646,1895742,3124143,206,380640,1895733,3121427,205,380616,1895701,2867587,202,379363,1890332,2500126,181,74305,499242,529036,74,2734010,50.6,,,2733618,53.1,2611927,54.8,1518348,63.9,775654,70.3,1275650,1431608,26728,24,,,,,,,,,
4818,2022-04-08T00:00:00.000,14,MA,16578110,615100,6300920,9662090,0,240524,253676,275533,299260,1417740,14541420,14533892,13969762,13027345,3244132,402924,5681370,8456679,447,210974,222396,232181,235163,277435,14604701,6718326,95,6713595,95,6404865,95,5952804,95,1394353,95,5402864,78.4,5400088,82.6,5146022,85.5,4771860,86.1,1103814,94.4,380687,1896686,3125285,206,380681,1896677,3122525,205,380657,1896645,2868518,202,379404,1891275,2501000,181,74309,499874,529557,74,2736988,50.7,,,2736591,53.2,2614727,54.8,1520377,64,776971,70.4,1277049,1433168,26747,24,,,,,,,,,
4710,2022-04-09T00:00:00.000,14,MA,16578110,615100,6300920,9662090,0,240524,253676,275533,299260,1417740,14558991,14551345,13986912,13044119,3254919,402989,5689710,8465845,447,211229,222663,232466,235466,278357,14622456,6721122,95,6716339,95,6407462,95,5955288,95,1395587,95,5405040,78.4,5402202,82.7,5147982,85.6,4773761,86.2,1105040,94.5,380736,1897631,3126466,207,380730,1897622,3123644,206,380706,1897590,2869483,203,379453,1892220,2501906,182,74313,500537,530116,74,2739947,50.7,,,2739549,53.2,2617480,54.8,1522335,64,778296,70.4,1278252,1434913,26758,24,,,,,,,,,
4667,2022-04-10T00:00:00.000,15,MA,16622910,615600,6310020,9697290,0,241174,254362,276277,300069,1421570,14559203,14551557,13987123,13044329,3255085,402989,5689839,8465928,447,211232,222666,232470,235470,278371,14623251,6721400,95,6716617,95,6407739,95,5955560,95,1395762,95,5405165,78.4,5402327,82.7,5148101,85.6,4773875,86.2,1105104,94.5,380737,1897687,3126534,207,380731,1897678,3123712,206,380707,1897646,2869545,203,379454,1892276,2501963,182,74313,500569,530148,74,2740153,50.7,,,2739754,53.2,2617683,54.8,1522512,64,778448,70.4,1278346,1435025,26758,24,,,,,,,,,
4613,2022-04-11T00:00:00.000,15,MA,16622910,615600,6310020,9697290,0,241174,254362,276277,300069,1421570,14559684,14552038,13987604,13044808,3255444,403007,5690151,8466079,447,211239,222674,232478,235478,278402,14624218,6721905,95,6717122,95,6408241,95,5956057,95,1396090,95,5405434,78.4,5402596,82.7,5148368,85.6,4774140,86.2,1105279,94.5,380756,1897827,3126644,207,380750,1897818,3123822,206,380726,1897786,2869653,203,379473,1892416,2502069,182,74316,500666,530223,74,2740275,50.7,,,2739876,53.2,2617805,54.8,1522612,64,778524,70.4,1278406,1435087,26758,24,,,,,,,,,
4541,2022-04-12T00:00:00.000,15,MA,16632110,615600,6314620,9701890,0,241307,254503,276430,300235,1422360,14600606,14592696,14027471,13083634,3278556,403114,5710503,8486542,447,211833,223296,233141,236179,280379,14664726,6727453,95,6722528,95,6413319,95,5960838,95,1398245,95,5410677,78.5,5407724,82.7,5153055,85.6,4778624,86.3,1107914,94.7,380835,1900208,3129427,207,380829,1900199,3126490,206,380805,1900167,2871880,203,379552,1894795,2504095,182,74320,502173,531347,74,2746302,50.8,,,2745895,53.3,2623293,54.9,1526485,64.1,780863,70.5,1281046,1438453,26779,24,,,,,,,,,
4492,2022-04-13T00:00:00.000,15,MA,16651810,615700,6323020,9713090,0,241593,254804,276758,300590,1424050,14614248,14606240,14040634,13096443,3286463,403171,5716754,8493876,447,212031,223503,233359,236411,281055,14679081,6729861,95,6724876,95,6415471,95,5962884,95,1399177,95,5412485,78.5,5409496,82.8,5154640,85.7,4780135,86.3,1108843,94.8,380871,1900941,3130465,208,380865,1900932,3127492,207,380841,1900900,2872695,204,379588,1895527,2504837,183,74331,502640,531797,75,2748770,50.8,,,2748353,53.3,2625584,54.9,1528095,64.1,781886,70.5,1282061,1439886,26799,24,,,,,,,,,
4400,2022-04-14T00:00:00.000,15,MA,16685910,616200,6343420,9726290,0,242088,255326,277325,301206,1426960,14630625,14622544,14056638,13112118,3296725,403217,5724437,8502523,448,212269,223753,233625,236694,281932,14695592,6732140,95,6727114,95,6417572,95,5964881,95,1400184,95,5414486,78.6,5411467,82.8,5156448,85.7,4781863,86.3,1109928,94.9,380913,1901817,3131548,208,380907,1901808,3128545,207,380883,1901776,2873585,204,379630,1896400,2505650,183,74334,503242,532277,75,2751459,50.8,,,2751038,53.4,2628129,55,1529938,64.1,783118,70.6,1283218,1441412,26805,24,,,,,,,,,
4333,2022-04-15T00:00:00.000,15,MA,16722010,616300,6351820,9753890,0,242612,255878,277925,301858,1430050,14648645,14640463,14074181,13129296,3307938,403284,5732966,8511947,448,212530,224027,233917,237004,282891,14712375,6733883,95,6728816,95,6419122,95,5966374,95,1401342,95,5416532,78.6,5413460,82.8,5158266,85.7,4783634,86.4,1111233,95,380792,1902829,3132702,209,380786,1902820,3129646,208,380762,1902788,2874511,205,379509,1897412,2506529,184,74321,503978,532859,75,2754518,50.9,,,2754093,53.4,2631001,55,1532075,64.2,784580,70.6,1284528,1443149,26816,25,,,,,,,,,
4279,2022-04-16T00:00:00.000,15,MA,16766210,616300,6365920,9783990,0,243253,256555,278659,302655,1433830,14665714,14657408,14090844,13145568,3318506,403338,5741048,8520880,448,212778,224286,234194,237297,283795,14729713,6736789,95,6731620,95,6421740,95,5968864,95,1402620,95,5418583,78.6,5415489,82.9,5160199,85.8,4785506,86.4,1112436,95,380829,1903827,3133718,209,380823,1903818,3130640,208,380799,1903786,2875409,205,379546,1898409,2507367,184,74323,504638,533400,75,2757208,50.9,,,2756781,53.4,2633493,55,1533906,64.2,785843,70.6,1285648,1444701,26834,25,,,,,,,,,
4231,2022-04-17T00:00:00.000,16,MA,16769510,616300,6365920,9787290,0,243301,256605,278714,302715,1434110,14666312,14658006,14091442,13146163,3318977,403348,5741379,8521137,448,212786,224295,234204,237308,283835,14730633,6737149,95,6731980,95,6422096,95,5969213,95,1402845,95,5418782,78.6,5415688,82.9,5160396,85.8,4785700,86.4,1112573,95,380837,1903923,3133813,209,380831,1903914,3130735,208,380807,1903882,2875502,205,379554,1898505,2507457,184,74325,504711,533462,75,2757336,50.9,,,2756909,53.4,2633617,55,1533996,64.2,785914,70.6,1285712,1444762,26837,25,,,,,,,,,
4177,2022-04-18T00:00:00.000,16,MA,16769510,616300,6365920,9787290,0,243301,256605,278714,302715,1434110,14666614,14658308,14091744,13146465,3319190,403355,5741572,8521239,448,212791,224300,234209,237314,283854,14731640,6737667,95,6732498,95,6422613,95,5969726,95,1403152,95,5419052,78.6,5415958,82.9,5160661,85.8,4785963,86.4,1112740,95,380848,1904013,3133982,209,380842,1904004,3130904,208,380818,1903972,2875666,205,379565,1898595,2507619,184,74325,504774,533566,75,2757476,50.9,,,2757049,53.4,2633756,55,1534109,64.2,786001,70.6,1285778,1444836,26837,25,,,,,,,,,
4082,2022-04-19T00:00:00.000,16,MA,16776010,616300,6365920,9793790,0,243395,256705,278822,302832,1434670,14700752,14692211,14125062,13178887,3337899,403443,5757607,8539254,448,213286,224819,234763,237899,285453,14765377,6742341,95,6737045,95,6426899,95,5973797,95,1404997,95,5423055,78.7,5419865,82.9,5164256,85.8,4789396,86.5,1114693,95,380908,1905757,3136181,209,380902,1905748,3133007,208,380878,1905716,2877457,205,379624,1900337,2509251,184,74331,505851,534436,75,2762911,50.9,,,2762481,53.5,2638691,55.1,1537557,64.3,788097,70.7,1288033,1447993,26859,26,,,,,,,,,
4014,2022-04-20T00:00:00.000,16,MA,16810410,616400,6382220,9811790,0,243894,257231,279394,303453,1437610,14708539,14699950,14132641,13186259,3342551,403478,5761132,8543481,448,213399,224937,234888,238032,285851,14773386,6743553,95,6738235,95,6427999,95,5974835,95,1405520,95,5424122,78.7,5420907,83,5165228,85.8,4790333,86.5,1115258,95,380937,1906230,3136746,209,380931,1906221,3133547,208,380907,1906189,2877927,205,379653,1900810,2509686,184,74335,506165,534683,75,2764193,51,,,2763759,53.5,2639858,55.1,1538395,64.3,788626,70.7,1288538,1448761,26868,26,,,,,,,,,
3948,2022-04-21T00:00:00.000,16,MA,16832510,617000,6393420,9822090,0,244215,257569,279761,303852,1439500,14724673,14715980,14148321,13201442,3352163,403522,5768709,8551994,448,213633,225182,235149,238306,286673,14791022,6747117,95,6741737,95,6431276,95,5977923,95,1406897,95,5426580,78.7,5423325,83,5167466,85.9,4792477,86.5,1116391,95,381173,1907207,3137992,208,381167,1907198,3134753,207,381143,1907166,2878953,204,379888,1901786,2510620,183,74357,506753,535206,75,2766932,51,,,2766496,53.5,2642318,55.1,1540212,64.3,789821,70.7,1289641,1450385,26882,24,,,,,,,,,
3869,2022-04-22T00:00:00.000,16,MA,16863610,617100,6396520,9849990,0,244666,258045,280278,304414,1442160,14741135,14732337,14164352,13216977,3362143,403580,5776455,8560652,448,213872,225433,235416,238586,287527,14807464,6749646,95,6744209,95,6433575,95,5980094,95,1407986,95,5428606,78.8,5425306,83,5169306,85.9,4794238,86.5,1117493,95,381219,1908112,3139067,208,381213,1908103,3135783,207,381189,1908071,2879842,204,379934,1902691,2511430,183,74362,507359,535697,75,2769693,51,,,2769252,53.6,2644799,55.2,1541998,64.4,790990,70.8,1290735,1452040,26894,24,,178060,11.5,125776,15.9,128,95847,90127,4
3823,2022-04-23T00:00:00.000,16,MA,16882710,617200,6407620,9857890,0,244943,258337,280595,304758,1443790,14755711,14746834,14178584,13230820,3371250,403630,5783330,8568303,448,214083,225654,235652,238836,288306,14821495,6751864,95,6746381,95,6435599,95,5982027,95,1408923,95,5430274,78.8,5426941,83,5170814,85.9,4795670,86.6,1118364,95,381255,1908790,3140021,208,381249,1908781,3136704,207,381225,1908749,2880636,204,379969,1903369,2512149,183,74364,507797,536128,75,2771983,51,,,2771541,53.6,2646867,55.2,1543497,64.4,791987,70.8,1291645,1453408,26906,24,,185759,12,131438,16.6,129,99725,94097,4
3782,2022-04-24T00:00:00.000,17,MA,16882710,617200,6407620,9857890,0,244943,258337,280595,304758,1443790,14755952,14747075,14178825,13231061,3371442,403631,5783444,8568429,448,214087,225658,235656,238841,288322,14822221,6752062,95,6746579,95,6435794,95,5982217,95,1409026,95,5430390,78.8,5427057,83,5170930,85.9,4795784,86.6,1118426,95,381260,1908847,3140075,208,381254,1908838,3136758,207,381230,1908806,2880690,204,379974,1903426,2512201,183,74364,507827,536160,75,2772159,51,,,2771717,53.6,2647040,55.2,1543643,64.4,792102,70.8,1291735,1453492,26907,25,,185990,12,131627,16.6,129,99836,94222,4
3725,2022-04-25T00:00:00.000,17,MA,16885010,617200,6407620,9860190,0,244976,258373,280634,304800,1443990,14756054,14747177,14178927,13231163,3371513,403631,5783546,8568429,448,214088,225660,235658,238842,288328,14822995,6752414,95,6746930,95,6436139,95,5982544,95,1409196,95,5430627,78.8,5427294,83,5171165,85.9,4796016,86.6,1118569,95,381265,1908906,3140248,208,381259,1908897,3136931,207,381235,1908865,2880861,204,379979,1903485,2512369,183,74366,507862,536266,75,2772262,51,,,2771820,53.6,2647139,55.2,1543725,64.4,792167,70.8,1291793,1453537,26907,25,,186066,12.1,131687,16.6,129,99898,94242,4
3670,2022-04-26T00:00:00.000,17,MA,16895210,617500,6411820,9865890,0,245124,258529,280803,304984,1444860,14788883,14779778,14210939,13262252,3389776,403771,5798732,8585932,448,214565,226159,236190,239404,289890,14855428,6757402,95,6751797,95,6440703,95,5986805,95,1411149,95,5434669,78.8,5431235,83.1,5174835,86,4799527,86.6,1120665,95,381369,1910656,3142436,208,381363,1910647,3139018,207,381339,1910615,2882677,204,380081,1905232,2514031,183,74376,508986,537228,75,2777370,51.1,,,2776920,53.7,2651794,55.3,1546980,64.5,794149,70.9,1293847,1456558,26940,25,,203967,13.2,143767,18.1,131,109162,103311,4
3567,2022-04-27T00:00:00.000,17,MA,16913810,617500,6421720,9874590,0,245394,258813,281112,305320,1446450,14799811,14790619,14221565,13272619,3395894,403828,5803722,8591813,448,214723,226324,236366,239591,290413,14866464,6759125,95,6753465,95,6442265,95,5988275,95,1411815,95,5436021,78.9,5432559,83.1,5176053,86,4800695,86.7,1121300,95,381411,1911218,3143183,209,381405,1911209,3139737,208,381381,1911177,2883290,205,380123,1905793,2514595,184,74380,509309,537535,76,2779401,51.1,,,2778948,53.7,2653708,55.3,1548340,64.5,794992,70.9,1294698,1457718,26959,26,,209765,13.5,147795,18.6,132,112158,106263,4
3501,2022-04-28T00:00:00.000,17,MA,16940110,617600,6438920,9883590,0,245776,259216,281549,305795,1448700,14815095,14805792,14236467,13287246,3405213,403890,5810723,8600034,448,214945,226557,236614,239855,291210,14882006,6761570,95,6755854,95,6444530,95,5990451,95,1412987,95,5438006,78.9,5434490,83.2,5177840,86.1,4802434,86.7,1122410,95,381460,1912038,3144299,209,381454,1912029,3140799,208,381430,1911997,2884208,205,380172,1906613,2515465,184,74385,509865,538084,76,2781816,51.2,,,2781362,53.7,2655984,55.3,1549945,64.5,796044,70.9,1295689,1459128,26973,26,,218288,14.1,153945,19.3,134,116498,110623,4
3427,2022-04-29T00:00:00.000,17,MA,16975510,618100,6448020,9909390,0,246289,259757,282138,306434,1451730,14829859,14820436,14250839,13301327,3414326,403925,5816976,8608510,448,215159,226781,236853,240109,291989,14897068,6764083,95,6758298,95,6446835,95,5992654,95,1414157,95,5439828,78.9,5436261,83.2,5179484,86.1,4804014,86.7,1123380,95,381490,1912785,3145344,209,381484,1912776,3141793,208,381460,1912744,2885075,205,380202,1907360,2516268,184,74388,510347,538569,76,2784142,51.2,,,2783683,53.7,2658170,55.3,1551534,64.5,797105,71,1296617,1460519,26980,26,,226444,14.6,159968,20.1,136,120286,115176,4
3361,2022-04-30T00:00:00.000,17,MA,16998310,618100,6456220,9923990,0,246620,260106,282517,306845,1453680,14845867,14836340,14266503,13316696,3423984,403985,5823910,8617524,448,215392,227024,237113,240386,292815,14913134,6766768,95,6760928,95,6449343,95,5995054,95,1415409,95,5441750,79,5438136,83.2,5181248,86.1,4805717,86.8,1124456,95,381535,1913580,3146425,210,381529,1913571,3142827,209,381505,1913539,2885998,206,380247,1908153,2517132,185,74389,510871,539120,76,2786669,51.2,,,2786200,53.8,2660561,55.4,1553308,64.6,798274,71,1297583,1462071,26989,26,,235057,15.1,166185,20.8,140,124555,119840,4
3333,2022-05-01T00:00:00.000,18,MA,17001510,618100,6456220,9927190,0,246667,260155,282570,306903,1453950,14846462,14836935,14267092,13317283,3424430,403996,5824245,8617773,448,215400,227033,237123,240397,292854,14914080,6767119,95,6761279,95,6449683,95,5995391,95,1415615,95,5441949,79,5438335,83.2,5181441,86.1,4805909,86.8,1124582,95,381546,1913666,3146527,210,381540,1913657,3142929,209,381516,1913625,2886094,206,380258,1908239,2517227,185,74390,510930,539186,76,2786822,51.2,,,2786353,53.8,2660713,55.4,1553439,64.6,798378,71,1297673,1462132,26991,26,,235295,15.1,166372,20.8,140,124676,119962,5
3238,2022-05-02T00:00:00.000,18,MA,17001510,618100,6456220,9927190,0,246667,260155,282570,306903,1453950,14846789,14837262,14267418,13317605,3424662,404002,5824471,8617868,448,215405,227038,237129,240403,292873,14915071,6767555,95,6761714,95,6450115,95,5995804,95,1415871,95,5442268,79,5438653,83.2,5181757,86.1,4806224,86.8,1124773,95,381560,1913781,3146717,210,381554,1913772,3143118,209,381530,1913740,2886281,206,380272,1908354,2517413,185,74391,511010,539296,76,2786950,51.2,,,2786481,53.8,2660839,55.4,1553498,64.6,798416,71,1297737,1462196,26991,26,,235402,15.2,166451,20.8,140,124763,119992,5
3182,2022-05-03T00:00:00.000,18,MA,17014710,618100,6460820,9935790,0,246858,260357,282789,307141,1455080,14878077,14868285,14297779,13347168,3440977,404082,5838611,8634936,448,215859,227513,237633,240937,294269,14946238,6772173,95,6766183,95,6454248,95,5999687,95,1417628,95,5445948,79,5442210,83.3,5185032,86.2,4809337,86.8,1126473,95,381621,1915281,3148836,210,381615,1915272,3145114,209,381591,1915240,2887995,206,380332,1909854,2518966,185,74403,511883,540111,76,2791763,51.3,,,2791253,53.8,2665227,55.4,1556602,64.6,800189,71,1299638,1465088,27011,26,,252774,16.2,177476,22.2,143,133732,128989,5
3113,2022-05-04T00:00:00.000,18,MA,17037910,618200,6472420,9947290,0,247195,260712,283175,307560,1457060,14888542,14878677,14307958,13357087,3446787,404128,5843413,8640553,448,216011,227672,237802,241116,294765,14956841,6773979,95,6767948,95,6455903,95,6001256,95,1418361,95,5447342,79,5443572,83.3,5186313,86.2,4810565,86.8,1127146,95,381657,1915843,3149632,210,381651,1915834,3145878,209,381627,1915802,2888678,206,380367,1910415,2519598,185,74410,512219,540441,76,2793520,51.3,,,2792986,53.9,2666836,55.4,1557717,64.7,800854,71.1,1300352,1466120,27021,27,,258258,16.6,181246,22.6,148,136617,131755,5
3073,2022-05-05T00:00:00.000,18,MA,17057510,618700,6485420,9953390,0,247479,261012,283501,307914,1458740,14903376,14893389,14322476,13371321,3455883,404175,5849683,8649070,448,216226,227897,238044,241373,295543,14971804,6776291,95,6770189,95,6458043,95,6003308,95,1419472,95,5449039,79.1,5445220,83.3,5187884,86.2,4812084,86.9,1128095,95,381691,1916581,3150556,211,381685,1916572,3146753,210,381661,1916540,2889476,207,380400,1911151,2520347,186,74414,512709,540896,76,2795884,51.3,,,2795331,53.9,2669038,55.5,1559305,64.7,801946,71.1,1301227,1467602,27027,28,,266523,17.1,187262,23.4,155,140475,136454,5
